Control Points: 
6.7,4.2,
71.2135, 80.4792
71.3367, 80.1392
71.4512, 79.8138
71.557, 79.503
71.6541, 79.2069
71.7425, 78.9254
71.8222, 78.6586
71.8932, 78.4065
71.9555, 78.169
72.0091, 77.9461
72.054, 77.738
72.0902, 77.5444
72.1177, 77.3655
72.1365, 77.2013
72.1466, 77.0517
72.148, 76.9168
72.1407, 76.7965
72.1247, 76.6909


